All Time Rank,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,AirPlay Spins,Deezer Playlist Reach,Pandora Streams,Pandora Track Stations,Shazam Counts,Spotify Streams is NaN,Spotify Playlist Count is NaN,Spotify Playlist Reach is NaN,YouTube Views is NaN,YouTube Likes is NaN,TikTok Posts is NaN,TikTok Likes is NaN,TikTok Views is NaN,YouTube Playlist Reach is NaN,AirPlay Spins is NaN,Deezer Playlist Reach is NaN,Pandora Streams is NaN,Pandora Track Stations is NaN,Shazam Counts is NaN,Track Score,Spotify Popularity,Apple Music Playlist Count,Deezer Playlist Count,Amazon Playlist Count,Spotify Popularity is NaN,Apple Music Playlist Count is NaN,Deezer Playlist Count is NaN,Amazon Playlist Count is NaN
1,390470936.0,30716.0,196631588.0,84274754.0,1713126.0,5767700.0,651565900.0,5332281936.0,150597040.0,40975.0,17598718.0,18004655.0,22931.0,2669262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.4,92.0,210.0,62.0,114.0,0,0,0,0
2,323703884.0,28113.0,174597137.0,116347040.0,3486739.0,674700.0,35223547.0,208339025.0,156380351.0,40778.0,10422430.0,7780028.0,28444.0,1118279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.9,92.0,188.0,67.0,111.0,0,0,0,0
3,601309283.0,54331.0,211607669.0,122599116.0,2228730.0,3025400.0,275154237.0,3369120610.0,373784955.0,74333.0,36321847.0,5022621.0,5639.0,5285340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.4,92.0,190.0,136.0,172.0,0,0,0,0
4,2031280633.0,269802.0,136569078.0,1096100899.0,10629796.0,7189811.0,1078757968.0,14603725994.0,3351188582.0,1474799.0,24684248.0,190260277.0,203384.0,11822942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.9,85.0,394.0,264.0,210.0,0,0,0,0
5,107034922.0,7223.0,151469874.0,77373957.0,3670188.0,16400.0,112637464.57127072,1161157789.8336556,112763851.0,12185.0,17660624.0,4493884.0,7006.0,457017.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,423.3,88.0,182.0,82.0,105.0,0,0,0,0
6,670665438.0,105892.0,175421034.0,131148091.0,1392593.0,4202367.0,214943489.0,2938686633.0,2867222632.0,522042.0,17167254.0,138529362.0,50982.0,4517131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.1,83.0,138.0,86.0,152.0,0,0,0,0
7,900158751.0,73118.0,201585714.0,308723145.0,4120760.0,944307.6200758681,29584940.0,534915313.0,4601579812.0,383478.0,48197850.0,65447476.0,57372.0,9990302.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,407.2,86.0,280.0,168.0,154.0,0,0,0,0
8,675079153.0,40094.0,211236940.0,228382568.0,1439495.0,3500000.0,338546668.0,3804584163.0,2112581620.0,17221.0,33245595.0,3372428.0,5762.0,6063523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.8,92.0,160.0,87.0,53.0,0,0,0,0
9,1653018119.0,1.0,15.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,355.7,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
10,90676573.0,10400.0,184199419.0,32735244.0,988682.0,325800.0,121574500.0,974656200.0,174706874.0,3823.0,10800098.0,1005626.0,842.0,666302.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.6,86.0,191.0,78.0,92.0,0,0,0,0
11,250080413.0,16219.0,168766158.0,32229063.0,550191.0,944307.6200758681,184500.0,2100000.0,327130768.0,62312.0,12009073.0,23155471.0,21172.0,963413.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322.1,91.0,157.0,60.0,114.0,0,0,0,0
12,111155129.0,2.0,263767.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,320.2,63.50158061116965,54.603119584055456,32.31095406360424,2.0,1,1,1,0
13,221636195.0,13800.0,197280692.0,40022524.0,1307290.0,195300.0,45889000.0,360017000.0,342107131.0,41344.0,38243636.0,1354692.0,1219.0,450344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.3,92.0,244.0,138.0,163.0,0,0,0,0
14,355186436.0,43025.0,108168634.0,98081493.0,1456177.0,944307.6200758681,112637464.57127072,1161157789.8336556,174491415.0,90237.0,3001826.0,26252264.0,18364.0,1963314.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,308.2,88.0,153.0,55.0,109.0,0,0,0,0
15,297185.0,277.0,24445.0,6736502312.0,16785489.0,3.0,1088.0,22234.0,343960146.3082707,1057.0,1294938.737745098,85667349.25558099,87876.96578631453,3288.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,301.6,12.0,1.0,32.31095406360424,25.348942172073343,0,0,1,1
16,925655569.0,103605.0,79944921.0,934302031.0,4294166.0,11054500.0,521725116.0,7499234052.0,2042145659.0,92231.0,5633435.0,12171026.0,13242.0,2765808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9,79.0,94.0,60.0,83.0,0,0,0,0
17,395433400.0,12784.0,177932568.0,104673836.0,2484083.0,139300.0,25348800.0,207317000.0,268893710.0,129968.0,37988531.0,9961769.0,13437.0,1210029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.6,89.0,221.0,99.0,134.0,0,0,0,0
18,1258569694.0,105218.0,198845580.0,141646818.0,1514837.0,2294429.0,419319161.0,5456156211.0,2667285437.0,667329.0,21788568.0,44850379.0,12270.0,6973652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.7,87.0,207.0,188.0,150.0,0,0,0,0
19,91272461.0,6499.0,52287548.0,16038053.0,569377.0,941900.0,119740900.0,1225345800.0,5839168.0,181.0,5054005.0,283089.0,162.0,257661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.6,86.0,76.0,24.0,33.0,0,0,0,0
20,3301814535.0,407119.0,169783402.0,800899315.0,9101589.0,2755903.0,1633970617.0,15405881843.0,7289707052.0,1777811.0,12907852.0,132624772.0,79909.0,14967379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0,87.0,455.0,330.0,189.0,0,0,0,0
21,1065399331.0,170890.0,121712197.0,240970670.0,2749668.0,3091732.0,652428798.0,7095564106.0,1063591802.0,400899.0,13718632.0,70291476.0,49111.0,7559816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.5,78.0,158.0,143.0,146.0,0,0,0,0
22,547882871.0,24425.0,262343414.0,107550212.0,1825761.0,209200.0,169144295.0,1379499000.0,422646034.0,37208.0,41414565.0,10362898.0,10848.0,1373085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.5,95.0,298.0,167.0,149.0,0,0,0,0
23,1655575417.0,10.0,655.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,279.0,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
24,426700979.0,34044.0,152928632.0,35724356.0,437980.0,1470500.0,485200392.0,6518604175.0,1213175656.0,309497.0,40725482.0,13860535.0,36282.0,2100708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.9,86.0,159.0,194.0,177.0,0,0,0,0
25,447387314.7459327,1.0,2.0,402796728.9801957,2930048.625204201,9453333.0,273236305.0,4306269694.0,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,1,0,0,1,1,0,0,0,1,1,1,1,1,1,277.5,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
26,7382759.0,3504.0,661084.0,4233958.0,69990.0,37621885.0,1636811753.0,22918660728.0,343960146.3082707,55139.15675280351,6.0,85667349.25558099,87876.96578631453,633525.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,268.1,35.0,1.0,1.0,1.0,0,0,0,0
27,3107100349.0,451732.0,134793519.0,1256973582.0,14661425.0,7485966.0,2246991336.0,23712377029.0,4327058646.0,1510151.0,5783693.0,196783487.0,124922.0,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266.3,78.0,513.0,166.0,128.0,0,0,0,0
28,720822868.0,60945.0,7530769.0,16322756555.0,48757673.0,7743800.0,281762094.0,6577639193.0,2166611.0,284.0,52179.0,86458847.0,2234137.0,2064420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.7,71.0,33.0,19.0,17.0,0,0,0,0
29,591068364.0,26203.0,197494995.0,156882014.0,3080503.0,944307.6200758681,112637464.57127072,1161157789.8336556,578568464.0,200230.0,22062193.0,10106573.0,7689.0,1579980.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,262.8,87.0,194.0,117.0,126.0,0,0,0,0
30,1003215671.0,128.0,485454.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,179867721.0,87209.0,4474248.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,256.0,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
31,1645079292.0,59390.8298013245,23346816.055212013,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,1,1,1,1,1,1,1,1,1,1,1,1,1,249.8,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
32,124893397.0,3479.0,25936342.0,359896095.0,4907193.0,212500.0,48327004.0,390081328.0,38798822.0,2188.0,347997.0,130743.0,592.0,191867.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.5,82.0,36.0,3.0,26.0,0,0,0,0
33,670376179.0,98450.0,150471020.0,265180930.0,2566846.0,2114363.0,369150956.0,3932956380.0,3031114430.0,486952.0,19469488.0,40418532.0,27555.0,6447136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.6,83.0,225.0,180.0,188.0,0,0,0,0
34,750154960.0,139141.0,103879363.0,118208096.0,1495758.0,1031447.0,196985853.0,2231749390.0,1745168821.0,378114.0,16295286.0,20228317.0,5331.0,7477917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.5,79.0,163.0,113.0,112.0,0,0,0,0
35,532012790.0,23557.0,67488850.0,62123098.0,923733.0,944307.6200758681,112637464.57127072,1161157789.8336556,384716227.0,151990.0,658517.0,31032977.0,23005.0,2529148.692766592,0,0,0,0,0,1,1,1,0,0,0,0,0,1,231.6,63.50158061116965,221.0,42.0,47.0,1,0,0,0
36,479417905.0,7.0,1519.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,121250721.0,83632.0,3692067.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,230.0,63.50158061116965,54.603119584055456,32.31095406360424,1.0,1,1,1,0
37,311928522.0,25766.0,180237463.0,62694868.0,837616.0,944307.6200758681,27811667.0,378313942.0,243895569.0,55139.15675280351,26516005.0,21453034.0,30180.0,1707213.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,226.4,96.0,149.0,58.0,146.0,0,0,0,0
38,775135157.0,88239.0,180617454.0,139180960.0,1504385.0,396560.0,49060857.0,597513595.0,4016801205.0,605841.0,42675181.0,253538985.0,72429.0,10517831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.1,87.0,215.0,133.0,120.0,0,0,0,0
39,759998727.0,188142.0,80392612.0,94699547.0,1222012.0,1237229.0,311252391.0,3281790327.0,140623676.0,265291.0,2225409.0,64456799.0,20518.0,3945184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.1,80.0,123.0,40.0,88.0,0,0,0,0
40,3071214106.0,375201.0,64901153.0,3366447481.0,27240268.0,10342366.0,393814740.0,5861939942.0,2428166573.0,573733.0,5749770.0,373294159.0,844198.0,44842636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.5,71.0,549.0,584.0,121.0,0,0,0,0
41,214237645.0,10871.0,202626837.0,11033725.0,251373.0,251200.0,71078500.0,443104700.0,148058631.0,3400.0,11523335.0,840442.0,2592.0,285858.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.8,92.0,247.0,67.0,125.0,0,0,0,0
42,170970614.0,27827.0,5784546.0,22280037.0,334523.0,14348249.0,948225544.0,12196985599.0,343960146.3082707,672.0,35737.0,270610.0,3170.0,2529148.692766592,0,0,0,0,0,0,0,0,1,0,0,0,0,1,211.2,41.0,2.0,4.0,9.0,0,0,0,0
43,1658229422.0,262248.0,239957538.0,466080689.0,4324989.0,728093.0,54258768.0,1051836430.0,1425853925.0,935190.0,6479623.0,139926990.0,31235.0,10973120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.6,83.0,285.0,207.0,168.0,0,0,0,0
44,1126820069.0,177800.0,85255689.0,274070101.0,3701289.0,2557115.0,285329503.0,2578518632.0,1205538057.0,259255.0,3413707.0,28924685.0,14634.0,8681350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0,82.0,163.0,77.0,80.0,0,0,0,0
45,997702304.0,105927.0,92834002.0,48093111.0,959175.0,3648759.0,857220853.0,5469808282.0,298259422.0,36285.0,10874749.0,6151267.0,9160.0,2682219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.2,86.0,91.0,63.0,110.0,0,0,0,0
46,59314441.0,2572.0,183043096.0,22374807.0,1026097.0,944307.6200758681,188200.0,1200000.0,110446147.0,2359.0,13686074.0,360163.0,758.0,47115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205.7,83.0,199.0,73.0,98.0,0,0,0,0
47,493627071.0,45300.0,87874006.0,150571504.0,1575378.0,93500.0,35970610.0,386610043.0,3129834452.0,564640.0,28246184.0,25843941.0,3694.0,2389957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.1,80.0,174.0,146.0,127.0,0,0,0,0
48,1655575417.0,9.0,85.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,204.4,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
49,304929492.0,43923.0,46133083.0,61986821.0,921044.0,13872768.0,390207653.0,5684815935.0,19218089.0,92638.0,3467570.0,7444354.0,7188.0,2227494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.6,69.0,78.0,41.0,36.0,0,0,0,0
50,1747093405.0,178114.0,49464650.0,9537135721.0,61799279.0,799338.0,78304409.0,1143297071.0,569548901.0,121234.0,1977014.0,266603596.0,2359900.0,19622551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.5,74.0,179.0,145.0,118.0,0,0,0,0
51,168434320.0,17168.0,62516401.0,53604746.0,1846535.0,944307.6200758681,112637464.57127072,1161157789.8336556,174375427.0,6408.0,428378.0,3156727.0,4843.0,654482.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,202.1,86.0,65.0,20.0,31.0,0,0,0,0
52,104271.0,249.0,8585.0,2457026781.0,2930048.625204201,190.0,36666.0,393580.0,343960146.3082707,12.0,1294938.737745098,85667349.25558099,87876.96578631453,1881.0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,200.3,25.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
53,1391688322.0,163876.0,130963116.0,902742581.0,8099187.0,599.0,48035.0,2857920.0,750030685.0,1107265.0,11937930.0,52073859.0,41487.0,3521951.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0,77.0,316.0,112.0,146.0,0,0,0,0
54,3909458734.0,316378.0,148037882.0,8013997219.0,45770887.0,2270315.0,194420058.0,2320856331.0,2294804623.0,402829.0,2710931.0,733565655.0,651557.0,1146246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.1,80.0,465.0,512.0,115.0,0,0,0,0
55,55346.0,42.0,16861.0,2432265978.0,8162101.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,53.0,1294938.737745098,85667349.25558099,87876.96578631453,200.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,194.3,13.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
56,4281468720.0,590392.0,165544011.0,833807130.0,10093211.0,2882064.0,337322563.0,3501177394.0,2258085924.0,1695240.0,11701129.0,489299762.0,319634.0,28994660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0,83.0,859.0,564.0,184.0,0,0,0,0
57,1337619917.0,228295.0,64806723.0,193982443.0,2023998.0,423714.0,148085419.0,1268862678.0,444033037.0,952186.0,2134791.0,77382416.0,28694.0,6205060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.3,80.0,152.0,58.0,66.0,0,0,0,0
58,447387314.7459327,2.0,41206.0,52480069.0,82092.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1657.0,85667349.25558099,87876.96578631453,2529148.692766592,1,0,0,0,0,1,1,1,1,1,0,1,1,1,190.0,63.50158061116965,54.603119584055456,1.0,25.348942172073343,1,1,0,1
59,1655575417.0,1.0,3.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,190.0,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
60,1556275789.0,210583.0,95974138.0,254051906.0,3364206.0,2379787.0,683088623.0,7945975878.0,1524133775.0,718849.0,1616564.0,111398743.0,71335.0,10192485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.1,74.0,203.0,63.0,167.0,0,0,0,0
61,447387314.7459327,2.0,135.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,420235997.0,885123.0,2529148.692766592,1,0,0,1,1,1,1,1,1,1,1,0,0,1,187.9,9.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
62,1384.0,2.0,801.0,222076.0,5430.0,5013500.0,605320683.0,8811416708.0,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,1,1,1,1,1,1,186.5,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
63,69729033.0,2483.0,21046278.0,111310770.0,1724693.0,56600.0,61038623.0,393973528.0,32059104.0,709.0,544322.0,45515.0,100.0,63283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.1,81.0,40.0,7.0,14.0,0,0,0,0
64,1811990630.0,173358.0,67603671.0,1516863120.0,8870768.0,4506600.0,549886060.0,6470937272.0,934894575.0,77120.0,14871714.0,111324744.0,39123.0,3393920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8,79.0,124.0,44.0,63.0,0,0,0,0
65,199929812.0,4.0,98.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,390345308.0,399793.0,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,0,0,1,181.4,63.50158061116965,1.0,32.31095406360424,25.348942172073343,1,0,1,1
66,584427088.0,182994.0,19203258.0,1141904909.0,8766235.0,6129450.0,856216952.0,18216656774.0,2952879912.0,191634.0,3481756.0,98290873.0,46039.0,22563407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.1,68.0,138.0,53.0,45.0,0,0,0,0
67,466887055.0,53842.0,103935623.0,27688666.0,449112.0,944307.6200758681,112637464.57127072,1161157789.8336556,33817299.0,53333.0,199915.0,1359484.0,11303.0,1982000.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,179.6,84.0,42.0,11.0,29.0,0,0,0,0
68,1873746537.0,190202.0,99546318.0,220538045.0,3153793.0,266430.0,152410048.0,1284413960.0,426461749.0,655242.0,1304067.0,57350590.0,61270.0,4873832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7,82.0,214.0,73.0,122.0,0,0,0,0
69,891720245.0,114560.0,97542546.0,144741616.0,2761964.0,1443103.0,498822693.0,3998086216.0,1384310160.0,275119.0,10920686.0,39374594.0,19921.0,4476509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.6,82.0,168.0,108.0,111.0,0,0,0,0
70,46567.0,252.0,21930.0,2038459981.0,6076902.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,29.0,1294938.737745098,1456.0,87876.96578631453,903.0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,176.2,6.0,2.0,32.31095406360424,25.348942172073343,0,0,1,1
71,2996181078.0,486278.0,112416489.0,1272898075.0,14947520.0,1416295.0,513334446.0,5518429969.0,4899313022.0,1414326.0,11862378.0,122247640.0,160431.0,17848778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,82.0,459.0,170.0,95.0,0,0,0,0
72,2045512421.0,97.0,488602.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,1,1,1,174.8,63.50158061116965,54.603119584055456,32.31095406360424,2.0,1,1,1,0
73,946941510.0,100130.0,74836321.0,776436101.0,12951756.0,4210895.0,797017650.0,11936401096.0,457987382.0,165670.0,4971379.0,48806666.0,10225.0,2237762.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.3,74.0,110.0,106.0,92.0,0,0,0,0
74,7909.0,38.0,15023.0,1999374091.0,5708577.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,59.0,1294938.737745098,85667349.25558099,87876.96578631453,1412.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,173.6,4.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
75,1010494713.0,127393.0,18652312.0,3203314695.0,41487213.0,5757883.0,187301054.0,1981431049.0,939714925.0,49780.0,397418.0,181784010.0,2022074.0,8856633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.3,67.0,63.0,64.0,100.0,0,0,0,0
76,1008495696.0,99381.0,57394938.0,878892413.0,4425283.0,796603.0,127651887.0,1669065906.0,1522934425.0,73481.0,5734172.0,55857743.0,15528.0,2283747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.2,75.0,101.0,42.0,81.0,0,0,0,0
77,447387314.7459327,10230.0,1142937.0,12489728.0,339414.0,42900000.0,919945708.0,12221514692.0,343960146.3082707,55139.15675280351,1294938.737745098,5678792.0,87876.96578631453,2529148.692766592,1,0,0,0,0,0,0,0,1,1,1,0,1,1,168.9,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
78,692512930.0,199828.0,55464762.0,219666692.0,2332307.0,731797.0,130560533.0,1254944697.0,918145630.0,42082.0,1790031.0,411656.0,3414.0,3093667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.1,78.0,155.0,41.0,76.0,0,0,0,0
79,169410711.0,11028.0,144854768.0,19402457.0,997411.0,284.0,112637464.57127072,1161157789.8336556,260377114.0,1008.0,20737850.0,521322.0,698.0,388625.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,167.8,90.0,185.0,53.0,59.0,0,0,0,0
80,1024381758.0,78554.0,69319589.0,1102289596.0,8953293.0,457111.0,15048444.0,248168852.0,1174053183.0,149584.0,8850320.0,68022934.0,16511.0,3488226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8,78.0,138.0,84.0,131.0,0,0,0,0
81,2969999682.0,280165.0,116921604.0,6473698897.0,39632673.0,6642975.0,601244764.0,7647479866.0,1708317539.0,263386.0,1242581.0,617483078.0,595052.0,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167.5,81.0,208.0,343.0,102.0,0,0,0,0
82,1500499584.0,359502.0,125112486.0,1431591689.0,11553088.0,2866181.0,290811371.0,4067248819.0,782475986.0,240677.0,4015523.0,120046948.0,89582.0,17210946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.3,74.0,258.0,137.0,102.0,0,0,0,0
83,8082.0,63.0,32758.0,2055940513.0,4150967.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,13.0,1294938.737745098,85667349.25558099,87876.96578631453,442.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,167.2,63.50158061116965,1.0,32.31095406360424,25.348942172073343,1,0,1,1
84,1215336974.0,129463.0,39814172.0,701880622.0,3831236.0,5416.0,550073.0,15373104.0,546259059.0,40153.0,4946338.0,84378219.0,53890.0,3435177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.5,74.0,83.0,24.0,61.0,0,0,0,0
85,860026452.0,74769.0,139913794.0,173044031.0,1640319.0,175536.0,90924917.0,1227837850.0,1205266954.0,759185.0,4067956.0,64567514.0,22064.0,3199636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2,80.0,7.0,82.0,25.348942172073343,0,0,0,1
86,1032225805.0,94887.0,74469479.0,920878032.0,3118229.0,1031612.0,116003972.0,2416141351.0,1690231413.0,57941.0,3360878.0,55410702.0,27415.0,2635577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.9,79.0,83.0,42.0,48.0,0,0,0,0
87,428233003.0,57311.0,144298748.0,105148629.0,1762297.0,87200.0,6732800.0,43993800.0,977638660.0,102457.0,4037475.0,16802867.0,11821.0,2490071.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.8,63.50158061116965,74.0,48.0,60.0,1,0,0,0
88,1720918065.0,209635.0,93875458.0,1194846205.0,13561925.0,1912194.0,733101955.0,7860224413.0,6353555150.0,774277.0,5323750.0,203324731.0,126594.0,7569155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.2,73.0,325.0,257.0,100.0,0,0,0,0
89,1514239759.0,190692.0,77283361.0,1366181141.0,9358441.0,1769068.0,475656543.0,5249863696.0,488048337.0,145640.0,5591928.0,69095169.0,81914.0,5133847.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.1,77.0,150.0,44.0,108.0,0,0,0,0
90,333202114.0,108322.0,41018697.0,203487345.0,2084532.0,928132.0,63253779.0,748253884.0,735908540.0,346411.0,1277729.0,90114807.0,46789.0,4207535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,68.0,148.0,30.0,60.0,0,0,0,0
91,1563224246.0,117005.0,97456780.0,203259285.0,3482508.0,1302967.0,376660493.0,3864505972.0,724976542.0,1034319.0,4457357.0,92338994.0,45974.0,4703179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.8,80.0,261.0,74.0,150.0,0,0,0,0
92,1692951462.0,209490.0,88591675.0,1132539234.0,8795731.0,1212100.0,196608777.0,2054826154.0,56677146.0,138254.0,5211955.0,18052815.0,5213.0,6836893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.7,78.0,99.0,58.0,65.0,0,0,0,0
