All Time Rank,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,AirPlay Spins,Deezer Playlist Reach,Pandora Streams,Pandora Track Stations,Shazam Counts,Spotify Streams is NaN,Spotify Playlist Count is NaN,Spotify Playlist Reach is NaN,YouTube Views is NaN,YouTube Likes is NaN,TikTok Posts is NaN,TikTok Likes is NaN,TikTok Views is NaN,YouTube Playlist Reach is NaN,AirPlay Spins is NaN,Deezer Playlist Reach is NaN,Pandora Streams is NaN,Pandora Track Stations is NaN,Shazam Counts is NaN,Track Score,Spotify Popularity,Apple Music Playlist Count,Deezer Playlist Count,Amazon Playlist Count,Spotify Popularity is NaN,Apple Music Playlist Count is NaN,Deezer Playlist Count is NaN,Amazon Playlist Count is NaN
1799,298721490.0,69136.0,7558306.0,162438129.0,1112123.0,4175.0,1012306.0,13981094.0,31915591.0,1745.0,6878.0,157802481.0,36367.0,684516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,59.0,18.0,3.0,1.0,0,0,0,0
1810,2371467.0,241.0,4606660.0,11364565.0,212716.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,16.0,1294938.737745098,209.0,87876.96578631453,4320.0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,34.2,63.50158061116965,7.0,32.31095406360424,7.0,1,0,1,0
1812,1590659204.0,203764.0,34418293.0,567076854.0,7875127.0,322403.0,76923633.0,616913553.0,29039651.0,29.0,136392.0,99032560.0,70564.0,2444041.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,77.0,26.0,9.0,8.0,0,0,0,0
1811,33605864.0,12453.0,3161785.0,107114515.0,805527.0,944307.6200758681,1970109.0,25541775.0,488737787.0,342.0,1999794.0,85667349.25558099,87876.96578631453,160253.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,34.2,32.0,4.0,4.0,14.0,0,0,0,0
1805,35269135.0,3782.0,1470547.0,1364545600.0,4782629.0,944307.6200758681,1462995.0,19469573.0,97746040.0,241.0,1294938.737745098,85667349.25558099,87876.96578631453,167685.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,34.2,44.0,4.0,32.31095406360424,6.0,0,0,1,0
1808,140756753.0,20909.0,5720836.0,60902734.0,885239.0,425901.0,139431702.0,982755143.0,84060916.0,11.0,27804.0,378942.0,1511.0,459549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,36.0,54.603119584055456,2.0,25.348942172073343,0,1,0,1
1809,1655575417.0,1108.0,64350.0,1498854054.0,6607472.0,9.0,371.0,8882.0,155196257.0,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,1,1,1,1,1,34.2,40.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
1807,447387314.7459327,1.0,17.0,407197875.0,1302211.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,1.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,1,0,0,0,0,1,1,1,1,0,1,1,1,1,34.2,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
1814,708166969.0,58098.0,19508090.0,1209951349.0,4611513.0,382728.0,36505321.0,263244094.0,291869556.0,13342.0,77448.0,142883611.0,29182.0,4094040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,66.0,64.0,35.0,30.0,0,0,0,0
1813,7021860.0,2000.0,61759962.0,149674.0,5277.0,944307.6200758681,146800.0,816500.0,343960146.3082707,1746.0,2175560.0,25891.0,20.0,40920.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,34.2,63.50158061116965,52.0,39.0,41.0,1,0,0,0
1804,13900332.0,1737.0,402173.0,65378730.0,231736.0,847700.0,4605027.0,59606925.0,26646344.0,958.0,1294938.737745098,85667349.25558099,87876.96578631453,24734.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,34.2,63.50158061116965,3.0,32.31095406360424,25.348942172073343,1,0,1,1
1806,1579231.0,195.0,741333.0,43912255.0,427835.0,944307.6200758681,112637464.57127072,1161157789.8336556,2635256.0,124.0,41160.0,85667349.25558099,87876.96578631453,83701.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,34.2,63.50158061116965,4.0,3.0,25.348942172073343,1,0,0,1
1821,256121980.0,60620.0,23882871.0,223554131.0,2671018.0,137960.0,139402074.0,1479505358.0,50959369.0,1.0,91280.0,1738308.0,3599.0,2490025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,68.0,16.0,3.0,1.0,0,0,0,0
1818,1273869800.0,214511.0,64606098.0,370952126.0,2847630.0,28712.0,25451026.0,172101115.0,213556549.0,242121.0,601170.0,815332673.0,520710.0,17971225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,76.0,148.0,98.0,53.0,0,0,0,0
1816,68134.0,3.0,138.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,10721923.0,6628.0,2529148.692766592,0,0,0,1,1,1,1,1,1,1,1,0,0,1,34.1,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
1817,171060866.0,62420.0,13385720.0,39445207.0,832416.0,1812874.0,58132303.0,954943543.0,7699.0,12696.0,15158.0,17914746.0,3997.0,6425997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,62.0,17.0,9.0,2.0,0,0,0,0
1823,208410725.0,14238.0,8924766.0,117750348.0,1330374.0,496900.0,14803092.0,327071314.0,85756632.0,597.0,1097.0,4121.0,18.0,242339.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,66.0,3.0,1.0,16.0,0,0,0,0
1819,595213841.0,124555.0,17910647.0,47759635.0,771300.0,206470.0,115511396.0,640679729.0,201866.0,1073.0,133199.0,2317940.0,3730.0,719198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,77.0,33.0,10.0,25.348942172073343,0,0,0,1
1822,4579390.0,569.0,2440321.0,54015483.0,299452.0,944307.6200758681,112637464.57127072,1161157789.8336556,9441934.0,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,44505.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,34.1,59.0,8.0,32.31095406360424,25.348942172073343,0,0,1,1
1815,587673746.0,88533.0,17023029.0,490164687.0,7575841.0,108400.0,2994730.0,15353974.0,210200706.0,30031.0,13467.0,38836032.0,28986.0,3904200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,65.0,34.0,16.0,6.0,0,0,0,0
1820,60103893.0,7617.0,1238881.0,996649537.0,9168790.0,151100.0,1406442.0,44461309.0,23808458.0,310.0,1294938.737745098,1935.0,87876.96578631453,230094.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34.1,54.0,4.0,32.31095406360424,2.0,0,0,1,0
1827,1995511952.0,8264.0,1155540.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,916627.0,2416985.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,1,1,1,1,1,1,0,0,1,1,1,34.0,49.0,68.0,29.0,25.348942172073343,0,0,0,1
1826,142783595.0,27586.0,18160338.0,39579610.0,426906.0,49769.0,16387200.0,266934347.0,317063172.0,97932.0,786028.0,2872697.0,3783.0,1166124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,43.0,117.0,34.0,87.0,0,0,0,0
1829,112634428.0,23871.0,11484313.0,116848094.0,896215.0,944307.6200758681,112637464.57127072,1161157789.8336556,10987919.0,1217.0,25994.0,1644547.0,1260.0,268439.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,34.0,64.0,10.0,2.0,15.0,0,0,0,0
1830,162356099.0,67124.0,8539093.0,27222424.0,253527.0,813201.0,95230456.0,1145039714.0,966941.0,70941.0,574629.0,11491383.0,2501.0,4200295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,62.0,77.0,15.0,27.0,0,0,0,0
1834,602316735.0,64462.0,20443761.0,1643019828.0,10410620.0,169764.0,142146594.0,998836191.0,568822896.0,12331.0,19067.0,442671630.0,511323.0,3046517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,67.0,91.0,9.0,8.0,0,0,0,0
1828,1033308414.0,53249.0,27556242.0,12702613.0,214200.0,420936.0,170964850.0,1837588984.0,75492508.0,169034.0,33716.0,33378778.0,6855.0,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,1.0,54.603119584055456,15.0,25.348942172073343,0,1,0,1
1831,119369458.0,5866.0,19272195.0,38415068.0,389722.0,43600.0,16305600.0,171858600.0,315995610.0,8223.0,103202.0,9198529.0,1038.0,380747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,63.50158061116965,18.0,18.0,25.0,1,0,0,0
1825,371288040.0,69527.0,53951706.0,42623147.0,297084.0,5644.0,1282246.0,19793657.0,2591798957.0,205826.0,947134.0,4516525.0,729.0,2246791.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,69.0,111.0,56.0,40.0,0,0,0,0
1824,175095439.0,21001.0,6637673.0,61848993.0,311636.0,52412.0,3106312.0,21618436.0,80192815.0,109675.0,81390.0,44998795.0,7316.0,268281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,75.0,25.0,2.0,6.0,0,0,0,0
1833,780755736.0,107320.0,35444438.0,89683527.0,493296.0,30301.0,6103064.0,49294071.0,343960146.3082707,39183.0,383440.0,69320555.0,14510.0,1804089.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.0,72.0,97.0,25.0,46.0,0,0,0,0
1832,185690034.0,20169.0,4249749.0,653915314.0,6109560.0,26625.0,3745325.0,52219515.0,343960146.3082707,1527.0,1294938.737745098,835141.0,472.0,326010.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,34.0,62.0,13.0,32.31095406360424,6.0,0,0,1,0
1839,210481840.0,14690.0,8191208.0,209677493.0,2906443.0,95008.0,178551449.0,1027127321.0,571782627.0,3674.0,180148.0,645104.0,601.0,491972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,67.0,29.0,5.0,24.0,0,0,0,0
1835,411109963.0,53928.0,10287976.0,205575225.0,1908534.0,142900.0,23431333.0,254269639.0,48735190.0,403730.0,831207.0,77375004.0,11904.0,5268930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,58.0,133.0,158.0,35.0,0,0,0,0
1837,2188592950.0,361827.0,91030520.0,457550865.0,4610448.0,13917.0,12237124.0,71629637.0,56377.0,2204.0,706652.0,308026596.0,156277.0,10708249.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,81.0,149.0,103.0,34.0,0,0,0,0
1838,168713011.0,40836.0,5604951.0,42717660.0,479690.0,944307.6200758681,112637464.57127072,1161157789.8336556,28182.0,1635.0,1294938.737745098,548106.0,2911.0,371164.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,33.9,68.0,37.0,32.31095406360424,2.0,0,0,1,0
1841,56343820.0,9047.0,82301244.0,1245263.0,8718.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,25492.0,11766777.0,2147.0,23.0,570335.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,33.9,78.0,35.0,99.0,33.0,0,0,0,0
1836,20827832.0,2016.0,9370898.0,3054416.0,50012.0,944307.6200758681,112637464.57127072,1161157789.8336556,34213155.0,163.0,1596756.0,3202724.0,2499.0,23699.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,33.9,75.0,24.0,7.0,20.0,0,0,0,0
1840,20583156.0,3159.0,12002200.0,1094955.0,53918.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,775.0,3417114.0,85667349.25558099,87876.96578631453,24801.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,33.9,76.0,22.0,10.0,19.0,0,0,0,0
1842,2444335468.0,380675.0,168483196.0,996981745.0,9104648.0,452786.0,77257465.0,714451407.0,858018753.0,36017.0,16139369.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33.9,83.0,137.0,195.0,30.0,0,0,0,0
1849,449300755.0,100823.0,11604346.0,1085070267.0,6471346.0,91851.0,11755003.0,125615755.0,150274308.0,23057.0,578395.0,1232850.0,4071.0,8075024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,65.0,124.0,66.0,42.0,0,0,0,0
1848,184630078.0,29450.0,3853996.0,63500291.0,813255.0,66100.0,15513962.0,102841979.0,69529.0,4.0,1294938.737745098,1043199.0,2591.0,683699.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.8,69.0,2.0,32.31095406360424,25.348942172073343,0,0,1,1
1847,131670125.0,46791.0,23537698.0,402796728.9801957,2930048.625204201,14500.0,1854474.0,24090347.0,343960146.3082707,6116.0,225396.0,7916.0,87876.96578631453,764949.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,33.8,66.0,29.0,20.0,7.0,0,0,0,0
1845,329901408.0,127068.0,10900641.0,139803282.0,2011079.0,823150.0,666189916.0,5034712644.0,5387519.0,5281.0,42260.0,396981.0,1386.0,1625019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,59.0,56.0,11.0,13.0,0,0,0,0
1846,30668840.0,681.0,196547.0,324783065.0,1774598.0,1170.0,64466.0,967073.0,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,24271.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,33.8,60.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
1850,1477150302.0,241550.0,126126362.0,1751763286.0,7958745.0,1011744.0,145705571.0,1166623514.0,597231371.0,98296.0,807752.0,56047915.0,116438.0,13339874.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,79.0,166.0,125.0,35.0,0,0,0,0
1844,15433188.0,5294.0,5121873.0,1480668.0,47307.0,1112614.0,310478118.0,2139918587.0,3395360.0,250.0,564034.0,48577.0,571.0,165267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,63.50158061116965,10.0,5.0,5.0,1,0,0,0
1843,128787729.0,37150.0,4216777.0,56487397.0,578887.0,35830.0,4458009.0,39913325.0,11069874.0,260687.0,46208.0,85707959.0,10837.0,903005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,63.0,12.0,1.0,5.0,0,0,0,0
1851,420627588.0,104460.0,14977024.0,448194116.0,3160800.0,203312.0,26617282.0,225572938.0,9769097.0,80703.0,114900.0,141082301.0,75459.0,1977941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,60.0,76.0,17.0,25.0,0,0,0,0
1858,594775179.0,39525.0,11903640.0,1658892938.0,17870955.0,380060.0,85311100.0,716217499.0,176351895.0,3547.0,27697.0,7982471.0,15956.0,1387663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,70.0,28.0,3.0,8.0,0,0,0,0
1863,808010338.0,130977.0,25603956.0,690889020.0,4272301.0,1014761.0,52308653.0,243314330.0,258112509.0,44246.0,4160.0,85667349.25558099,87876.96578631453,4663057.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33.7,71.0,1.0,6.0,25.348942172073343,0,0,0,1
1856,178247858.0,12797.0,13650757.0,104715392.0,352213.0,12100.0,2454985.0,26823518.0,37557065.0,15249.0,5682855.0,19861700.0,1116.0,415549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,73.0,17.0,17.0,5.0,0,0,0,0
1859,150399875.0,24147.0,33879427.0,31790864.0,197887.0,8960.0,2341316.0,59124615.0,144744994.0,179831.0,800892.0,1523762.0,87876.96578631453,1848814.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.7,68.0,58.0,34.0,9.0,0,0,0,0
1864,1432465000.0,178342.0,32522476.0,529846128.0,11029532.0,3523215.0,235606523.0,2685984395.0,2295267.0,317.0,197216.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33.7,75.0,36.0,8.0,3.0,0,0,0,0
1860,34566972.0,14562.0,6350457.0,63064761.0,306628.0,199169.0,17792202.0,155967629.0,279837629.0,55139.15675280351,151282.0,7359694.0,5246.0,706470.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.7,54.0,17.0,3.0,7.0,0,0,0,0
1854,99946842.0,9128.0,36536793.0,4417747.0,54887.0,944307.6200758681,309855.0,2306041.0,47328686.0,10826.0,312659.0,2870114.0,552.0,310024.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.7,78.0,21.0,15.0,27.0,0,0,0,0
1861,299871.0,71.0,576253.0,402796728.9801957,2930048.625204201,387200.0,5817255.0,40815691.0,343960146.3082707,1.0,1294938.737745098,82867.0,56.0,20511.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,33.7,63.50158061116965,1.0,32.31095406360424,7.0,1,0,1,0
1855,2123458039.0,250221.0,69341164.0,333716726.0,2350373.0,972025.0,39843516.0,293246122.0,9538431.0,185.0,13828.0,85667349.25558099,87876.96578631453,28504.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33.7,77.0,6.0,15.0,25.348942172073343,0,0,0,1
1857,975281654.0,82431.0,31929703.0,672090558.0,7230344.0,66530.0,29856824.0,218317192.0,920848561.0,52163.0,609186.0,162544700.0,135795.0,2386682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,69.0,74.0,29.0,19.0,0,0,0,0
1853,81694468.0,4777.0,7822812.0,47424040.0,377348.0,944307.6200758681,173700.0,4000000.0,251776060.0,14334.0,3191554.0,3551.0,87876.96578631453,262811.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.7,80.0,28.0,15.0,23.0,0,0,0,0
1852,942092206.0,129847.0,59476416.0,561103775.0,5753715.0,247441.0,154388347.0,1462282216.0,1257603748.0,19349.0,1222203.0,33775179.0,23653.0,11510830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,68.0,106.0,89.0,32.0,0,0,0,0
1862,231258162.0,42133.0,12601998.0,143774447.0,773465.0,1754800.0,79825538.0,760223916.0,317485352.0,5833.0,46161.0,3321809.0,662.0,616275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,64.0,27.0,1.0,20.0,0,0,0,0
1876,447387314.7459327,3.0,56.0,369121448.0,410669.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,2.0,1294938.737745098,85667349.25558099,87876.96578631453,1.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,33.6,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
1871,1537.0,3.0,226.0,414936783.0,442757.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,3.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,1,0,1,1,1,1,33.6,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
1873,67890975.0,26030.0,3848842.0,3506898.0,39237.0,13018365.0,197043302.0,3438499599.0,343960146.3082707,859.0,4732.0,3722073.0,5476.0,1775117.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.6,42.0,38.0,8.0,25.348942172073343,0,0,0,1
1875,943137389.0,117582.0,79382957.0,315848540.0,1595053.0,43336.0,9354620.0,94552478.0,93310119.0,243385.0,2663236.0,54000735.0,46744.0,5337579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,67.0,302.0,165.0,98.0,0,0,0,0
1868,299202591.0,67616.0,26749482.0,36393651.0,720855.0,418361.0,408682791.0,5978876777.0,1312638.0,796.0,28157.0,3556887.0,3088.0,2693410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,67.0,21.0,6.0,25.348942172073343,0,0,0,1
1869,1436709386.0,1231.0,419951.0,1548579253.0,15340302.0,944307.6200758681,112637464.57127072,1161157789.8336556,279747036.0,74968.0,2711.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,0,0,0,1,1,1,33.6,31.0,32.0,1.0,25.348942172073343,0,0,0,1
1866,297383787.0,36673.0,9448129.0,467320988.0,3360533.0,944307.6200758681,112637464.57127072,1161157789.8336556,595873581.0,12895.0,27719.0,344197.0,604.0,737203.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,33.6,65.0,20.0,14.0,8.0,0,0,0,0
1865,937339123.0,96612.0,21547967.0,479514227.0,3606789.0,191838.0,8019207.0,56608149.0,88739909.0,177635.0,194316.0,418186255.0,99110.0,5381698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,67.0,82.0,48.0,68.0,0,0,0,0
1867,54141672.0,5115.0,10033097.0,89396830.0,355314.0,944307.6200758681,112637464.57127072,1161157789.8336556,195623398.0,183.0,6018.0,85667349.25558099,87876.96578631453,36160.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,33.6,70.0,54.603119584055456,2.0,13.0,0,1,0,0
1877,432634168.0,31429.0,17749866.0,699174305.0,2537896.0,128548.0,12531029.0,168805311.0,19333484.0,5054.0,6081112.0,92147328.0,21527.0,1109128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,59.0,16.0,7.0,38.0,0,0,0,0
1874,11576361.0,935.0,26514018.0,9310828.0,224835.0,944307.6200758681,112637464.57127072,1161157789.8336556,104741.0,2.0,7100195.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,0,0,0,1,1,1,33.6,71.0,2.0,5.0,19.0,0,0,0,0
1878,884616492.0,101479.0,24049783.0,211384847.0,2822121.0,94602.0,92641326.0,464412661.0,14107434.0,1529.0,32485.0,21456287.0,28539.0,1187607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,77.0,32.0,10.0,8.0,0,0,0,0
1872,355833360.0,32831.0,9930933.0,1841152614.0,6950519.0,673957.0,68853618.0,580818135.0,246854508.0,9113.0,84506.0,49501753.0,161901.0,2606582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,57.0,32.0,22.0,22.0,0,0,0,0
1870,583299836.0,52696.0,14027229.0,1463687327.0,4556113.0,206254.0,7981083.0,107045562.0,279080167.0,15341.0,318807.0,196553476.0,74725.0,5312033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,64.0,52.0,32.0,33.0,0,0,0,0
1881,52106559.0,13612.0,2835147.0,70625059.0,637218.0,50210.0,9243349.0,81185287.0,143356579.0,173142.0,432333.0,52357286.0,37370.0,1514755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,61.0,30.0,4.0,36.0,0,0,0,0
1879,1086861259.0,228925.0,44949918.0,836662907.0,8009540.0,1629364.0,344124487.0,4201171109.0,180196685.0,105889.0,717998.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33.5,79.0,25.0,117.0,25.0,0,0,0,0
1882,1425996809.0,995.0,505357.0,1917522970.0,10237469.0,944307.6200758681,112637464.57127072,1161157789.8336556,1676191851.0,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,0,1,1,1,1,1,33.5,32.0,2.0,32.31095406360424,25.348942172073343,0,0,1,1
1880,6300.0,10.0,398.0,371579831.0,300617.0,7.0,807.0,29251.0,45503399.0,30.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,1,1,1,1,33.5,3.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
1883,1320205697.0,124827.0,38410821.0,1389678876.0,10725384.0,184911.0,26228617.0,191249307.0,205101912.0,43881.0,381330.0,85667349.25558099,87876.96578631453,7226364.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33.5,71.0,155.0,67.0,26.0,0,0,0,0
1886,820953.0,204.0,16612.0,38888242.0,500894.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,576584.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,1,0,1,1,1,1,33.4,22.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
1884,36398813.0,7606.0,12388422.0,51105810.0,440385.0,42585.0,3116540.0,30427598.0,166879315.0,65182.0,660396.0,37401204.0,8950.0,1019440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,62.0,17.0,5.0,39.0,0,0,0,0
1891,32642.0,7.0,2063.0,50391.0,373.0,3622500.0,8929235.0,235913641.0,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,1,1,1,1,1,1,33.4,1.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
1889,76630812.0,8933.0,1073356.0,964253382.0,9620300.0,199165.0,7327817.0,99450429.0,865457.0,20.0,1294938.737745098,7.0,87876.96578631453,264288.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,33.4,51.0,4.0,32.31095406360424,5.0,0,0,1,0
1888,316267018.0,68407.0,10932431.0,515355994.0,3980712.0,83370.0,35643009.0,286622729.0,2170348.0,7714.0,7187.0,144019785.0,192642.0,2698587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,60.0,165.0,10.0,12.0,0,0,0,0
1885,125102655.0,54044.0,18974212.0,7154684.0,115132.0,6550.0,1263286.0,9831629.0,174647301.0,55139.15675280351,20831.0,502164.0,1157.0,207467.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.4,66.0,26.0,4.0,1.0,0,0,0,0
1892,6576855.0,307.0,62869.0,66986452.0,456000.0,128600.0,774.0,6127.0,33272955.0,91.0,1294938.737745098,85667349.25558099,87876.96578631453,43588.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,33.4,63.50158061116965,1.0,32.31095406360424,25.348942172073343,1,0,1,1
1890,123908201.0,6218.0,4505067.0,417372813.0,3801568.0,944307.6200758681,112637464.57127072,1161157789.8336556,70876135.0,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,62937.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,33.4,62.0,1.0,32.31095406360424,4.0,0,0,1,0
1887,491242756.0,37814.0,18470152.0,80668854.0,1002368.0,37716.0,4293404.0,77308719.0,1693129.0,23639.0,2744817.0,28747940.0,3596.0,734819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,75.0,57.0,30.0,32.0,0,0,0,0
1894,118193328.0,26395.0,13098603.0,16317704.0,394257.0,230472.0,100318030.0,736463674.0,343960146.3082707,342.0,1675.0,377548.0,4267.0,669634.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.3,63.50158061116965,10.0,2.0,29.0,1,0,0,0
1900,35004403.0,6013.0,1732149.0,402796728.9801957,2930048.625204201,2450912.0,309650224.0,2693255753.0,343960146.3082707,29.0,1294938.737745098,92054.0,1102.0,35868.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,33.3,51.0,4.0,32.31095406360424,8.0,0,0,1,0
1896,27715232.0,2834.0,16731190.0,10646067.0,88249.0,944307.6200758681,112637464.57127072,1161157789.8336556,33280611.0,56755.0,7400670.0,222437.0,87876.96578631453,519975.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,33.3,63.50158061116965,31.0,36.0,50.0,1,0,0,0
